Throughput: 34.97
[2025-04-18 14:24:59.640] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1975.680 mW,
[2025-04-18 14:25:00.025] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:00.408] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:00.798] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2616.640 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:01.183] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2616.640 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:01.569] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:25:01.960] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:25:02.350] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:25:02.732] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:25:03.116] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:03.501] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:03.884] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:04.271] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:04.662] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:25:05.054] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:25:05.441] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:25:05.827] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2572.288 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:06.210] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:06.594] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:06.985] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:07.370] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2572.288 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:07.757] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:08.143] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:08.524] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 14:25:08.904] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 2016.000 mW,
