Throughput: 39.28
[2025-04-18 14:05:08.507] VDD_IN: 8749.440 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:08.891] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:09.279] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:09.660] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:10.048] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:10.435] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:10.820] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:11.213] VDD_IN: 8668.800 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:11.603] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:11.986] VDD_IN: 8668.800 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:12.377] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:12.763] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:13.150] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:13.533] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:05:13.917] VDD_IN: 8695.296 mW, VDD_CPU_GPU_CV: 3255.552 mW, VDD_SOC: 1892.032 mW,
