Throughput: 54.33
[2025-06-16 23:32:44.545] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 23:32:44.897] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 23:32:45.253] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:45.610] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:45.967] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:46.319] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:46.677] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:47.032] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:47.390] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:47.747] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:48.104] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:48.459] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:48.814] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
[2025-06-16 23:32:49.171] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1895.040 mW,
