Throughput: 33.33
[2025-04-14 16:14:56.047] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 16:14:56.421] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:56.802] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:57.179] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 16:14:57.554] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:57.932] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:58.314] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:58.693] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:59.071] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:59.446] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:14:59.826] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:00.202] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:00.582] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3938.816 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:00.964] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:01.343] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:01.721] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:02.100] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:02.478] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
[2025-04-14 16:15:02.853] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1932.288 mW,
