Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,38.07,efficientvit_b3,8390.695,2754.229,1974.474,327237.12,107414.912,77004.48
dla0,918000000,38.63,efficientvit_b3,9527.253,3896.998,1982.866,371562.88,151982.912,77331.776
