Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,96.42,resnet50_Opset17,7413.575,2180.18,1822.888,281715.84,82846.848,69269.76
dla0,918000000,101.18,resnet50_Opset17,8501.967,3201.963,1851.776,331576.704,124876.544,72219.264
