Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,47.91,yolov3-tiny-416-bs1,7635.988,2380.265,1854.72,297803.52,92830.336,72334.08
dla0,918000000,50.73,yolov3-tiny-416-bs1,9088.566,3695.603,1893.064,354454.08,144128.512,73829.504
