Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,32.04,efficientnet_b5,7977.157,2342.073,2026.338,311109.12,91340.864,79027.2
dla0,918000000,36.63,efficientnet_b5,9338.386,3505.747,2091.299,373535.424,140229.888,83651.968
