Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,22.51,yolo11n,9082.079,2419.105,2625.969,354201.088,94345.088,102412.8
dla0,918000000,26.38,yolo11n,11806.4,3846.792,3582.112,472256.0,153871.68,143284.48
