Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,33.76,super_resolution_bsd500-bs1,8469.216,2740.09,2012.96,338768.64,109603.584,80518.4
dla0,918000000,37.61,super_resolution_bsd500-bs1,10279.731,4339.998,2092.28,400909.504,169259.904,81598.912
