Throughput: 102.56
[2025-04-12 17:39:49.936] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:50.323] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:50.708] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:51.093] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:51.480] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:51.863] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:52.249] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:52.632] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:53.014] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:53.396] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:53.776] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:54.162] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:54.545] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:54.929] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:55.309] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:55.693] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:56.080] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:56.463] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:56.851] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:57.241] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:57.626] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:58.017] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:58.402] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:58.786] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:59.171] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:59.550] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:39:59.937] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:00.324] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:00.714] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:01.101] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:01.482] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:01.870] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:02.260] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:02.643] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:03.032] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:03.415] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:40:03.805] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1892.032 mW,
