Throughput: 27.32
[2025-06-16 23:11:57.349] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:11:57.700] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:11:58.053] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:11:58.404] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:11:58.756] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:11:59.110] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:11:59.466] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:11:59.819] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:00.169] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:00.521] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:00.872] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:01.224] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:01.576] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:01.928] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:02.281] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:02.632] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:02.982] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:03.333] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:03.687] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:04.041] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:04.392] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:04.744] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:05.096] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:05.447] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:05.801] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:06.151] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:06.503] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:06.854] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:07.204] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:07.556] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:07.908] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:08.261] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:08.613] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:08.965] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
[2025-06-16 23:12:09.318] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:09.671] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 2016.000 mW,
[2025-06-16 23:12:10.024] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 1449.216 mW, VDD_SOC: 1975.680 mW,
