engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
App 1,GPU,729600,918000000,120,120.07,127.21,10549.59,5346.72,1881.6,816000000,1984000,1984000,App 1
App 2,GPU,729600,918000000,60,59.97,93.16,10549.59,5346.72,1881.6,816000000,1984000,1984000,App 2
App 3,GPU,729600,918000000,60,59.99,91.82,10549.59,5346.72,1881.6,816000000,1984000,1984000,App 3
