Throughput: 96.55
[2025-04-14 17:19:09.396] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:09.784] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:10.165] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:10.548] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:10.935] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:11.326] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:11.714] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:12.102] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:12.486] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:12.878] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:13.267] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:13.646] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:14.028] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:14.411] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:14.802] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:15.189] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:15.581] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:15.965] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:16.351] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:16.740] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:17.131] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:17.517] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:17.908] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:18.291] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:18.676] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:19.065] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:19.447] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:19.835] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:20.226] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:20.612] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:20.993] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:21.380] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:21.771] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:22.159] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:22.544] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:22.940] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:19:23.326] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 17:19:23.716] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2053.056 mW,
