engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
App 1,GPU,1113600,918000000,120,120.24,121.06,9047.58,3650.93,1922.99,918000000,1113600,1113600,App 1
App 2,DLA0,1113600,918000000,60,60.01,81.33,9047.58,3650.93,1922.99,918000000,1113600,1113600,App 2
App 3,DLA0,1113600,918000000,60,60.01,79.19,9047.58,3650.93,1922.99,918000000,1113600,1113600,App 3
