Throughput: 26.38
[2025-04-14 17:45:33.894] VDD_IN: 11896.832 mW, VDD_CPU_GPU_CV: 4086.528 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:34.269] VDD_IN: 11896.832 mW, VDD_CPU_GPU_CV: 4086.528 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:34.645] VDD_IN: 11937.024 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:35.018] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:35.397] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:35.765] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:36.141] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:36.520] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:36.891] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:37.266] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:37.638] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3772.032 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:38.014] VDD_IN: 11856.640 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:38.388] VDD_IN: 11896.832 mW, VDD_CPU_GPU_CV: 3846.144 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:38.759] VDD_IN: 11896.832 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:39.130] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:39.507] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:39.880] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:40.256] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
