Throughput: 53.19
[2025-04-18 16:16:48.784] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 16:16:49.174] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:49.564] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 16:16:49.952] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:50.348] VDD_IN: 7418.880 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:50.737] VDD_IN: 7257.600 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:51.124] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:51.510] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:51.897] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:52.293] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:52.681] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:53.070] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:53.462] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:53.857] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:54.240] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:54.630] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:55.015] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:55.401] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:55.791] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:56.179] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:56.571] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:56.950] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:57.340] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:57.728] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:58.113] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:58.499] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:58.885] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:59.275] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:16:59.664] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:00.048] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:00.434] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:00.812] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:01.200] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:01.593] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:01.983] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:02.373] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:02.765] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-18 16:17:03.143] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
