Throughput: 51.02
[2025-04-18 14:08:17.481] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:17.858] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:18.243] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:18.621] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:18.996] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:19.380] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:19.759] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:20.142] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:20.518] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:20.896] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:21.272] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:21.650] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:22.025] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:22.406] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:22.788] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:23.169] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:23.550] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:23.933] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:24.307] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:24.692] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:25.071] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:25.449] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:25.826] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:26.211] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:26.595] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:26.980] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:27.360] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:27.741] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:28.126] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:28.509] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:28.888] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:29.272] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:29.648] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:30.027] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:30.408] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:30.785] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:31.162] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:31.546] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:31.925] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3456.512 mW, VDD_SOC: 1932.288 mW,
