Throughput: 203.48
[2025-06-16 21:35:40.574] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:40.927] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:41.281] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:41.630] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:41.978] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:42.329] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:42.675] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:43.024] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:43.369] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:43.717] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:44.064] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:44.410] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:44.756] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:45.104] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:45.457] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:45.805] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:46.154] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:46.503] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:46.847] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:47.194] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:47.540] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:47.888] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:48.238] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:48.586] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:48.935] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:49.284] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:49.632] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:49.980] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:50.330] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:50.678] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:51.027] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:51.375] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:51.725] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:52.073] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:52.422] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:52.769] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:53.116] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:53.463] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:53.812] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:54.163] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 21:35:54.511] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:54.859] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 21:35:55.204] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1814.400 mW,
