engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
efficientnet_b5,GPU,729600,510000000,20.0,20.01,23.6,7299.94,2105.39,1839.6,510000000.0,729600.0,729600.0,App 1
efficientvit_b3,GPU,729600,510000000,20.0,19.99,21.54,7299.94,2105.39,1839.6,510000000.0,729600.0,729600.0,App 2
resnet50_Opset17,DLA0,729600,510000000,30.0,30.07,41.76,7299.94,2105.39,1839.6,510000000.0,729600.0,729600.0,App 3
yolov3-tiny-416-bs1,DLA0,729600,510000000,30.0,30.0,31.0,7299.94,2105.39,1839.6,510000000.0,729600.0,729600.0,App 4
