Throughput: 52.02
[2025-04-14 15:18:38.076] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:38.444] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:38.813] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:39.182] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:39.552] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:39.921] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:40.288] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:40.660] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:41.030] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:41.401] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:41.769] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:42.142] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:42.510] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:42.879] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:43.245] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:43.614] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:43.981] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:44.350] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:44.722] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:45.094] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:45.462] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:45.829] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:46.195] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:46.564] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:46.934] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:47.302] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:47.676] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:48.045] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:48.416] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:48.785] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:49.155] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:49.526] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:49.892] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:50.261] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:50.633] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:51.003] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:51.374] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:51.745] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:18:52.112] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:18:52.479] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
