Throughput: 62.85
[2025-04-12 18:59:28.611] VDD_IN: 10828.864 mW, VDD_CPU_GPU_CV: 5016.000 mW, VDD_SOC: 2053.056 mW,
[2025-04-12 18:59:28.998] VDD_IN: 10506.816 mW, VDD_CPU_GPU_CV: 4775.232 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:59:29.381] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4654.848 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:29.757] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:30.142] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:30.525] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:30.910] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:31.292] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:31.674] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:32.061] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:32.448] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:32.833] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 18:59:33.220] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
