Throughput: 66.11
[2025-04-18 14:09:51.874] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:09:52.259] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:52.643] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:53.027] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:53.415] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:53.792] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:54.174] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:54.561] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:54.945] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:55.330] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:55.718] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:56.100] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:56.482] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:56.869] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:57.251] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:57.633] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:58.024] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:58.416] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:58.800] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:59.186] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:59.566] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:09:59.948] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:10:00.328] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:10:00.703] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:10:01.085] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
