Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,46.95,efficientnet_b5,7398.228,1732.972,2096.64,303327.36,71051.84,85962.24
dla0,918000000,51.55,efficientnet_b5,8346.24,2644.132,2060.171,342195.84,108409.408,84467.008
