Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,35.16,yolo11n,8219.077,2366.846,2118.083,320544.0,92307.008,82605.248
gpu,918000000,38.48,yolo11n,9441.018,3438.256,2193.091,377640.704,137530.24,87723.648
