Throughput: 32.04
[2025-04-14 17:31:12.272] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 17:31:12.649] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 17:31:13.029] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 17:31:13.411] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 17:31:13.789] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 17:31:14.169] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:31:14.543] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 17:31:14.920] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:15.298] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:15.677] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:16.057] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:16.437] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:31:16.817] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:31:17.194] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:31:17.569] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:31:17.948] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:18.329] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:18.707] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:19.083] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:19.463] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 17:31:19.842] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 2016.000 mW,
