Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,34.57,yolo11n,7580.16,2366.846,1839.212,295626.24,92307.008,71729.28
gpu,918000000,39.49,yolo11n,8757.305,3492.436,1858.688,341534.912,136204.992,72488.832
