Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,52.72,efficientnet_b5,8357.612,2855.705,1939.495,325946.88,111372.48,75640.32
gpu,918000000,67.66,efficientnet_b5,10140.486,4451.646,1999.717,405619.456,178065.856,79988.672
