Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,73.35,resnet50_Opset17,7924.431,2668.25,1857.822,309052.8,104061.76,72455.04
gpu,918000000,96.88,resnet50_Opset17,9747.809,4287.204,1936.491,380164.544,167200.96,75523.136
