Throughput: 37.46
[2025-04-14 17:42:26.647] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:27.034] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:42:27.416] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3938.816 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:42:27.798] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:28.183] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:28.568] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:28.953] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:29.336] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:29.720] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:42:30.104] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:30.482] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2012.800 mW,
[2025-04-14 17:42:30.860] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:42:31.243] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 1972.544 mW,
