Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,34.90,efficientnet_b5,8047.872,2299.624,2099.664,321914.88,91984.96,83986.56
dla0,918000000,38.91,efficientnet_b5,9204.173,3373.036,2092.28,358962.752,131548.416,81598.912
