Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,41.67,efficientvit_b3,9015.99,3136.007,2086.087,351623.616,122304.256,81357.376
dla0,918000000,54.39,efficientvit_b3,12749.699,5045.694,3382.768,509987.968,201827.776,135310.72
