Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,35.33,super_resolution_bsd500-bs1,7939.938,2375.104,1965.342,309657.6,92629.056,76648.32
dla0,918000000,39.44,super_resolution_bsd500-bs1,9239.268,3548.232,2009.703,360331.456,138381.056,78378.432
