Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,74.91,resnet50_Opset17,7472.64,2282.206,1816.468,291432.96,89006.016,70842.24
dla0,918000000,87.52,resnet50_Opset17,9002.893,3634.8,1895.129,351112.832,141757.184,73910.016
