Throughput: 64.64
[2025-04-14 17:43:59.739] VDD_IN: 8534.272 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:00.126] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:00.514] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:00.902] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:01.288] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:01.676] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:02.063] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:02.452] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:02.836] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:03.232] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:03.619] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:03.999] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:04.383] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:04.771] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:05.162] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:05.547] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:05.933] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:06.323] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:06.718] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:07.106] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:07.496] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:07.883] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:08.274] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:08.663] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:09.048] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:09.436] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:09.828] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:10.213] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:10.598] VDD_IN: 8534.272 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:10.978] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:11.367] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
