Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,37.14,super_resolution_bsd500-bs1,7847.926,2202.726,2020.135,306069.12,85906.304,78785.28
dla0,918000000,40.25,super_resolution_bsd500-bs1,8729.776,3106.842,1971.538,349191.04,124273.664,78861.504
