Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,27.25,efficientvit_b3,7821.097,2509.618,1857.67,320664.96,102894.336,76164.48
dla0,918000000,33.33,efficientvit_b3,9458.096,3991.081,1936.417,368865.728,155652.16,75520.256
