Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,21.74,yolo11n,7927.92,2161.747,2050.272,317116.8,86469.888,82010.88
dla0,918000000,22.81,yolo11n,9141.552,3259.674,2091.248,356520.512,127127.296,81558.656
