Throughput: 84.19
[2025-04-19 17:23:08.955] VDD_IN: 8856.320 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:09.333] VDD_IN: 8816.064 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:09.717] VDD_IN: 8816.064 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:10.097] VDD_IN: 8789.760 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:10.477] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:10.859] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:11.240] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:11.623] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:12.005] VDD_IN: 8749.440 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:12.386] VDD_IN: 8816.064 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:12.764] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:13.141] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:13.520] VDD_IN: 8695.296 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:13.903] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:14.280] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:14.662] VDD_IN: 8775.808 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
[2025-04-19 17:23:15.042] VDD_IN: 8749.440 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1972.544 mW,
