engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
resnet50_Opset17,GPU,576000,306000000,30.0,29.98,52.13,7860.52,3041.05,1746.36,510000000.0,1984000.0,1497600.0,App 1
resnet50_Opset17,GPU,576000,306000000,30.0,30.0,49.02,7860.52,3041.05,1746.36,510000000.0,1984000.0,1497600.0,App 2
yolov3-tiny-416-bs1,GPU,576000,306000000,30.0,30.0,41.64,7860.52,3041.05,1746.36,510000000.0,1984000.0,1497600.0,App 3
yolov3-tiny-416-bs1,GPU,576000,306000000,30.0,30.0,42.29,7860.52,3041.05,1746.36,510000000.0,1984000.0,1497600.0,App 4
