engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
App 1,DLA0,729600,918000000,120,108.86,109.09,8563.86,3224.57,1918.87,510000000,1984000,806400,App 1
App 2,DLA0,729600,918000000,60,60.01,77.45,8563.86,3224.57,1918.87,510000000,1984000,806400,App 2
App 3,DLA0,729600,918000000,60,60.03,73.98,8563.86,3224.57,1918.87,510000000,1984000,806400,App 3
