Throughput: 47.91
[2025-04-14 17:37:33.348] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:33.736] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:34.114] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:34.499] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:34.883] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:35.262] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:35.647] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:36.025] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:36.408] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:36.795] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:37.177] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:37.556] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:37.941] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:38.324] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:38.708] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:39.087] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:39.472] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:39.857] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:40.238] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:40.619] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:41.003] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:41.387] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:41.776] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:42.157] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:42.538] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:42.920] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:43.309] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:43.698] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:44.083] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:44.468] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:44.851] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:45.240] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:45.632] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:46.018] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:46.400] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:46.781] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:47.167] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:47.553] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 17:37:47.940] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1854.720 mW,
