Throughput: 56.72
[2025-04-12 18:09:39.173] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 18:09:39.556] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:39.934] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:40.315] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:40.695] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:41.075] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:41.456] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:41.838] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:42.219] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:42.594] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3938.816 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:42.975] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:43.353] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:43.732] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:44.116] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:44.495] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:44.875] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:45.254] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:45.634] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:46.016] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:46.396] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:46.777] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:47.152] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:47.529] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:47.913] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:48.290] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:48.667] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:49.049] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:49.431] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:49.807] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:50.183] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:50.559] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:50.941] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:51.321] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
[2025-04-12 18:09:51.697] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1851.776 mW,
