Throughput: 40.25
[2025-04-12 18:25:07.893] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:08.282] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:08.674] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:09.063] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:09.453] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:09.844] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:10.234] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:10.626] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:11.013] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:11.400] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:11.790] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:12.175] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:12.564] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:12.948] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:13.338] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:13.722] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2053.056 mW,
[2025-04-12 18:25:14.110] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:14.498] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:14.885] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:15.268] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2053.056 mW,
[2025-04-12 18:25:15.651] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:16.039] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:16.428] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:16.816] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:17.200] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:17.586] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:17.976] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:18.362] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:18.747] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:19.136] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:19.525] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4213.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:19.911] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:20.297] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:20.682] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:21.074] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:21.460] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4173.312 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:21.844] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:22.230] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4213.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 18:25:22.619] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 1892.032 mW,
