Throughput: 34.47
[2025-04-18 14:31:27.468] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:27.854] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:28.233] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:28.610] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:28.996] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:29.377] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:29.762] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:30.143] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:30.528] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:30.908] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:31.296] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:31.679] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:32.060] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:32.444] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:32.830] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:33.209] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:33.593] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:33.970] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:34.348] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:34.726] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:35.105] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:35.486] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:35.867] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:36.249] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:36.632] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:37.014] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:37.394] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:37.777] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:38.160] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:38.541] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:38.919] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:39.304] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:39.681] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:40.067] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:40.441] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:31:40.822] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:31:41.198] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2934.016 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 14:31:41.581] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 14:31:41.953] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 1814.400 mW,
