engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,label
resnet50_Opset17,GPU,729600,918000000,60.0,59.98,123.05,8901.29,3875.5,1846.73,App 1
yolo11n,GPU,729600,918000000,30.0,30.0,47.9,8901.29,3875.5,1846.73,App 2
yolov3-tiny-416-bs1,GPU,729600,918000000,30.0,30.0,64.38,8901.29,3875.5,1846.73,App 3
