Throughput: 35.97
[2025-04-18 16:18:23.266] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3456.512 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:23.652] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:24.033] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:24.417] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:24.799] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:25.184] VDD_IN: 8856.320 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:25.569] VDD_IN: 8749.440 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:25.950] VDD_IN: 8789.760 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:26.332] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 2934.016 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:26.716] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:27.101] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 2934.016 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:27.484] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:27.871] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:28.259] VDD_IN: 8588.160 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 16:18:28.640] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 16:18:29.018] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 16:18:29.401] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 16:18:29.785] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:30.168] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:30.550] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:30.936] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:31.320] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:31.706] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:32.092] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:32.475] VDD_IN: 8668.800 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:32.858] VDD_IN: 8588.160 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:33.240] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:33.620] VDD_IN: 8588.160 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:34.000] VDD_IN: 8588.160 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:34.384] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 16:18:34.764] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:35.147] VDD_IN: 8695.296 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:35.524] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:35.905] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:36.287] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:36.672] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 2016.000 mW,
[2025-04-18 16:18:37.059] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 16:18:37.441] VDD_IN: 8709.120 mW, VDD_CPU_GPU_CV: 2934.016 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:18:37.822] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 2012.800 mW,
