Throughput: 37.13
[2025-04-14 17:14:18.685] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:19.068] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:19.450] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:19.837] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:20.224] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:20.608] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:20.990] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:21.372] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:21.761] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:22.147] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:22.535] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:22.917] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:23.307] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:23.692] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:24.076] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:24.461] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:24.845] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:25.232] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:25.616] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:26.003] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:26.389] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:26.772] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:27.162] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:27.548] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:27.935] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:28.315] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:28.702] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:29.089] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:29.477] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:29.865] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:30.250] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:14:30.636] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 17:14:31.021] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1935.360 mW,
