Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,41.65,efficientvit_b3,8361.748,2449.024,2091.663,326108.16,95511.936,81574.848
gpu,918000000,55.00,efficientvit_b3,11834.534,4009.037,3529.862,473381.376,160361.472,141194.496
