Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,57.98,yolov3-tiny-416-bs1,8051.594,2304.914,2098.708,314012.16,89891.648,81849.6
gpu,918000000,64.03,yolov3-tiny-416-bs1,9182.394,3357.037,2093.312,367295.744,134281.472,83732.48
