Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,35.09,yolo11n,7777.625,2295.695,1933.292,303327.36,89532.096,75398.4
gpu,918000000,38.05,yolo11n,9097.449,3458.803,1986.255,354800.512,134893.312,77463.936
