Throughput: 38.91
[2025-04-14 16:48:14.961] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:15.341] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:15.722] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:16.102] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:16.482] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:16.864] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:17.247] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:17.635] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:18.018] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:18.403] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:18.790] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:19.169] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:19.549] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:19.928] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:20.309] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:20.690] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:21.062] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:21.445] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:21.829] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:22.214] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:22.594] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:22.978] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:23.358] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:23.740] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:24.125] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:24.505] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:24.887] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:25.269] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:25.653] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:26.034] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:26.417] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:26.800] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:27.178] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:27.560] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:27.936] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:28.320] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 2053.056 mW,
[2025-04-14 16:48:28.699] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:29.084] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 16:48:29.461] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 2093.312 mW,
