Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,51.52,efficientnet_b5,7627.717,2508.258,1812.332,297480.96,97822.08,70680.96
gpu,918000000,64.97,efficientnet_b5,9332.347,4045.994,1856.808,373293.888,161839.744,74272.32
