Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,57.77,yolov3-tiny-416-bs1,7865.502,2621.801,1850.585,306754.56,102250.24,72172.8
gpu,918000000,56.72,yolov3-tiny-416-bs1,9303.265,4000.65,1852.808,362827.328,156025.344,72259.52
