Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,36.43,super_resolution_bsd500-bs1,8754.58,3063.867,2012.8,341428.608,119490.816,78499.2
gpu,918000000,42.06,super_resolution_bsd500-bs1,10839.622,4898.414,2100.198,433584.896,195936.576,84007.936
