Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,36.73,yolo11n,8244.923,2693.391,1957.22,321552.0,105042.24,76331.584
gpu,918000000,40.25,yolo11n,9804.917,4107.6,2011.768,382391.744,160196.416,78458.944
