Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,37.66,efficientvit_b3,8101.296,2664.947,1902.096,324051.84,106597.888,76083.84
gpu,918000000,53.79,efficientvit_b3,10147.531,4424.112,2036.954,405901.248,176964.48,81478.144
