Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,45.40,efficientnet_b5,7888.608,2310.694,2035.152,315544.32,92427.776,81406.08
gpu,918000000,58.21,efficientnet_b5,9224.662,3546.944,2050.037,368986.496,141877.76,82001.472
