Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,32.12,yolo11n,7753.846,2032.412,2010.831,302400.0,79264.064,78422.4
gpu,918000000,34.47,yolo11n,8912.038,3056.653,2073.927,347569.472,119209.472,80883.136
