Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,111.71,resnet50_Opset17,7761.083,2362.718,1886.769,302682.24,92145.984,73584.0
gpu,918000000,115.72,resnet50_Opset17,8873.206,3462.695,1889.968,346055.04,135045.12,73708.736
