Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,35.97,super_resolution_bsd500-bs1,8642.11,2924.741,2022.582,337042.304,114064.896,78880.704
gpu,918000000,43.82,super_resolution_bsd500-bs1,10523.486,4603.478,2113.096,420939.456,184139.136,84523.84
