Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,31.65,yolo11n,7548.111,2264.658,1857.822,294376.32,88321.664,72455.04
gpu,918000000,32.86,yolo11n,8586.957,3267.919,1859.075,334891.328,127448.832,72503.936
