Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,53.19,yolov3-tiny-416-bs1,7190.754,2191.833,1776.202,273248.64,83289.664,67495.68
gpu,918000000,56.74,yolov3-tiny-416-bs1,8262.498,3224.635,1773.524,322237.44,125760.768,69167.424
