Throughput: 182.53
[2025-06-16 23:24:58.997] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1932.288 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 23:24:59.349] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:24:59.701] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 1932.288 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:00.046] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:00.393] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:00.743] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:01.092] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:01.440] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1932.288 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:01.790] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:02.138] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:02.489] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:02.840] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:03.191] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:03.539] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:03.886] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:04.232] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:04.579] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:04.929] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:05.280] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:05.629] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:05.976] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:06.326] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:06.671] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 23:25:07.021] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 1892.032 mW, VDD_SOC: 1814.400 mW,
